depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_5,lineage_6,lineage_4,"CRISPR (DepMap Public 23Q2+Score, Chronos) AHR","CRISPR (DepMap Public 23Q2+Score, Chronos) CACNA1C","CRISPR (DepMap Public 23Q2+Score, Chronos) CACNA1D","CRISPR (DepMap Public 23Q2+Score, Chronos) CACNA1F","CRISPR (DepMap Public 23Q2+Score, Chronos) CACNA1S","CRISPR (DepMap Public 23Q2+Score, Chronos) CACNB1","CRISPR (DepMap Public 23Q2+Score, Chronos) CACNB2","CRISPR (DepMap Public 23Q2+Score, Chronos) CACNB3","CRISPR (DepMap Public 23Q2+Score, Chronos) CACNB4","CRISPR (DepMap Public 23Q2+Score, Chronos) CFTR","CRISPR (DepMap Public 23Q2+Score, Chronos) FDPS","CRISPR (DepMap Public 23Q2+Score, Chronos) NR3C2","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) CFTR","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) AHR","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) FDPS","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) NR3C2","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) CACNA1C","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) CACNA1D","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) CACNA1F","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) CACNA1S","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) CACNB1","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) CACNB2","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) CACNB3","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) CACNB4"
ACH-000760,LNZ308,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.0354581289612598,-0.1087584043769847,-0.0161674152116862,-0.0929987706209103,-0.0068527288389639,-0.0874362491686133,-0.0007253872742823,-0.4154349247022303,0.0209539144745898,0.1226578290203073,-0.3788138581264375,0.0831225180909964,-0.0877769117891,-0.17547877851100002,-0.240211548286,-0.35109696193000006,-0.242451246883,0.224129294809,0.10566184978,0.247711076591,0.21169460353300001,0.308007299485,-0.270023296337,-0.429389398709
ACH-000200,NMCG1,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.8219873093281933,0.0231936500479528,0.0137793083040336,0.0475755368022846,0.1781553424857937,-0.2270945990199988,0.0112807764262446,-0.6939106161716062,0.3506839336732269,0.0211557058331203,-0.482595069750785,0.0398189395487494,,,,,,,,,,,,
ACH-000887,SF172,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.1106118974891545,0.0101143577103784,-0.037653631891944,-0.0500245742941291,-0.1360447024065059,-0.2802465899749303,0.1170617994179625,-0.3723085715656526,0.0264233177167327,0.0431210375359499,-0.3765756875293496,0.0731206393731168,0.0413088759973,-0.20318227540300002,-0.435271204843,-0.122303597305,-0.0838308706145,-0.017260529918,-0.031639420146,0.119199675669,-0.0361914658217,-0.0067380672779899994,-0.08735914279740001,0.157472907391
ACH-000504,SNB75,CNS/Brain,Diffuse Glioma,Glioblastoma,,,,0.0813575674411842,0.2305583186397514,0.046041068392353,0.2410038240960451,-0.0615219162156599,-0.2648706222702962,0.1200379138489105,-0.5670677571246165,-0.0072634091694962,-0.022981099939731,-0.1657183203282275,0.0447627920997782,,,,,,,,,,,,
ACH-000370,SNU626,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.0892127786381742,-0.0137870957055266,-0.3696705530429205,0.1251412719617902,0.2637726232555514,0.0059497801726589,-0.0844953204411267,-0.7232049601059836,0.2218163966342472,-0.14684257351766,-0.5062302491143656,0.3005690776318714,,,,,,,,,,,,
ACH-000036,U343,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.2104043795584361,-0.078850956452745,0.0108805255402056,-0.0684381519044406,0.0427876666947497,-0.0822232161906594,0.3452322532451285,-0.5483028296649144,0.08943660761874,0.2416444459993088,-0.5487441317021452,0.1018852315312028,-0.21538959703699997,-0.630318412565,-0.17872031580400002,-0.178842300702,-0.35933586618,-0.26775126822900003,0.0116684984069,0.014067041996799999,-0.11499640922700001,0.134938787462,-0.7120845343150001,0.0922024184979
ACH-000368,SNU1105,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.1032232220052959,0.0918093090404967,-0.0727490428325275,0.0784389134272056,-0.0598358074795452,-0.1906009046353707,-0.0553659495209264,-0.4414986893430874,0.0098096230482784,-0.0154281907542977,-0.3840388929410604,0.0423920453990778,0.11562314927200001,-0.113564052598,-0.0694152167555,0.0629932889149,-0.196835558738,-0.432810642759,-0.162629349546,0.010870000502700001,0.142040938167,-0.037940752042199995,-0.233941102634,0.137392020823
ACH-000623,SNU201,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.1111672663877717,0.0295842182931576,-0.0337594670979187,-0.0461396061313201,-0.0774040323808643,-0.2109022988178855,0.2063555301560291,-0.3246417926473756,-0.0305705518497457,0.1270240682846806,-0.2565098484688907,-0.0548669428364326,,,,,,,,,,,,
ACH-001329,ANGMCSS,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.3142669870474234,0.0026126394674614,0.0776098503655836,0.0463063873745382,-0.0652948205111897,-0.2504161863645789,0.076448048308213,-0.5155086573507324,0.0533249287534218,0.1156308982494145,-0.2279397581032076,0.0553777010918568,,,,,,,,,,,,
ACH-000098,GAMG,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.0663787962431371,0.0500409235782782,-0.0064569399042242,0.0661133165020266,-0.0169897445138462,-0.1452034619448584,0.1874727278128024,-0.1186456474230114,0.1176793033002406,0.1550675442685697,-0.3115169591653521,0.082354506551823,0.130548142696,-0.427333651626,-0.5238115596490001,-0.120106044736,0.0119056063435,0.104629178399,-0.171141397894,0.190167095522,-0.29181696547200003,-0.165228665973,-0.383147701633,-0.148550264104
ACH-000244,DKMG,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.1164250160750342,0.0791769530199061,-0.0312219242876787,0.0094897724930383,0.0104565161421858,-0.1914155804022146,0.1871451629563102,-0.6884457477018762,0.1309323394813675,0.0805446235352875,-0.4893462046396957,-0.068596816245341,-0.20300086156199998,-0.18220167772,-0.32553675404800003,-0.305650921138,0.041298613474,0.178064519384,-0.011289981905200001,-0.291639951042,0.293125312681,-0.013093658099899999,-0.314350415123,0.121578191834
ACH-000323,42MGBA,CNS/Brain,Diffuse Glioma,Glioblastoma,Astrocytoma,,,-0.5230483407111738,0.1824418030653085,0.1538064301533083,0.1441986305178766,-0.0987293496307043,-0.2114717670731404,0.0826253110812962,-0.2925956290659209,0.1441006648657291,-0.0820415423237558,-0.5035411818774345,0.0232533805407744,,,,,,,,,,,,
ACH-000137,8MGBA,CNS/Brain,Diffuse Glioma,Glioblastoma,Astrocytoma,,,0.028947292696426,-0.0395820384251545,0.1100669031528808,0.0511166175037765,0.0890126492781715,-0.3045078469250688,0.0503700973808414,-0.4169229527154522,0.0519037405475199,0.115590011689796,-0.3592641953633295,-0.0167579808341189,,,,,,,,,,,,
ACH-000215,LN382,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.2908229598708869,0.0720709897840889,-0.1828462086377885,0.0165540509486724,-0.0755831115944807,-0.2761854949220212,0.1230274091650529,-0.2968637084777701,0.0893884022206947,0.1243973574431085,-0.3038261439959175,0.0545164696286232,-0.025422308906799997,-0.08941409371200001,-0.23475080461999998,0.0664754581875,-0.10009470998600001,-0.162562623625,0.172785495255,0.0607289421311,-0.0385852255804,0.159768476168,-0.10713236701300001,-0.22195248160599998
ACH-000376,SF295,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.4797859507667702,0.0324449632904723,-0.0750748608777304,-0.0456246511738512,-0.0271293189878295,-0.1233167587845989,0.0473170654747028,-0.2971585991825842,-0.0410951442639151,0.1689417711488441,-0.4461843144607059,0.1154704714949159,-0.323199877126,-0.0797281252991,-0.590409200862,-0.030170991562700002,-0.186501044961,-0.150621277448,-0.147870775823,0.050519068875900006,0.26649491757800003,0.143219428675,-0.33506522127099997,-0.247324301953
ACH-000558,A172,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.1132304294086685,-0.0305178487146298,-0.0169924461677961,-0.0305965001655456,-0.179689614597012,-0.1494319491187605,0.1730997080720153,-0.546100365993564,0.0849906942960254,0.167144408930868,-0.5020414683129734,0.1028786779662513,-0.016289008589899998,-0.0470122401375,0.0379656913004,-0.0416353770073,-0.35579975393200003,-0.122500131498,-0.117416170793,0.187125614543,-0.710518176445,-0.101953890645,-0.183491885393,0.0138080566117
ACH-000571,T98G,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.2140993294291022,-0.072030626412716,-0.118806574180744,-0.1545127818496833,0.0399124550573504,-0.1854964583710566,0.0758455405225674,-0.4620161974706382,0.1147514357371303,0.0363509509162281,-0.5338385249428591,-0.0605321002559287,-0.24552256002099998,-0.047074124445799996,-0.0212033146215,0.185097862029,0.0191702526359,-0.18810493642200002,-0.19145497419799998,0.09063904866910001,-0.753593670872,-0.254787100942,-0.12803861120100002,-0.20601192555300002
ACH-000863,DBTRG05MG,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.0155348781313963,-0.0762245207427137,-0.0501066847894132,0.0364380525934652,-0.1130859040005976,-0.17330697935064,0.1604998742690365,-0.2895898008499324,-0.0393745082879867,0.3301223740487886,-0.4977457526685698,-0.242374263923109,-0.0679241518096,-0.0446930361988,-0.047984465851199996,0.135115573204,-0.33624941541000003,-0.19617629279399998,0.177964303684,-0.227329020886,0.0824717694354,0.122581361249,-0.431168265954,0.392275113263
ACH-000152,M059K,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.1041842382409473,-0.0996301377762812,0.0173344651382897,0.0258979295896633,0.0403805327026475,-0.1744909501752773,0.1270180311076689,-0.4721997807739383,0.1420640718993867,0.0145651583836334,-0.3364713059275138,0.0742593198048048,-0.431325307571,-0.24347261843,-0.169754703916,-0.504718469093,-0.038692456604199996,-0.21586811409899997,0.164086513024,-0.217232668145,0.36055180455499997,-0.129603949804,0.153812829659,0.18093568407299998
ACH-000819,LN18,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.1698499176037345,0.0019162912748165,-0.1194769248288946,0.0049400022950433,-0.0390872477239609,-0.2063412306569617,0.0329507327990656,-0.2474320309555186,0.0553646198471807,0.0249359634722188,-0.5642769799507132,0.0413232721737597,0.0209891856802,-0.139802346676,-0.5083441797980001,-0.0215207663748,-0.34835888141599997,-0.0390344432294,-0.020047571203999998,0.012131359893100001,-0.21992874433,-0.21425758945599999,-0.21332644414700003,-0.110122331601
ACH-000595,LN229,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-1.1880289340360806,-0.0472306262448834,0.0726215787561006,-0.1050671620210261,-0.0576683275457178,-0.208237530194903,0.0980919940971087,-0.5041289902739988,0.0521659260042621,0.1022372673896094,-0.4327459417832307,0.0284387789898698,-0.0708573648223,-0.20937982770999997,0.095424708647,-0.0178782984051,-0.55592847412,0.00203406945862,-0.243079158296,-0.161663911579,-0.134155997841,0.038221106032,-0.024970158900099997,0.139565582086
ACH-000075,U87MG,CNS/Brain,Diffuse Glioma,Glioblastoma,Astrocytoma,,,0.162400160024508,-0.0829958385792938,-0.148111303763197,0.1710846206546682,-0.0474231195735542,-0.276372493114715,0.1790003494967619,-0.5878768177280487,0.1314317278805784,0.2536491654513622,-0.4644855934086445,-0.039684980357071,0.132823404806,-0.167370293535,-0.35784428737499996,0.048075181878699996,0.0454716547341,-0.0187691574973,-0.12468391926200001,0.274128783805,-0.189358290116,-0.11046273721,0.08968393214789999,-0.032742779655299994
ACH-000464,CAS1,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.2935309436034842,0.0335218421925702,0.0256306754524464,-0.024079326075887,-0.0226663768211817,-0.3335841904841405,0.113136492247569,-0.3431500449936556,0.0879201403167128,0.0892885537552472,-0.5164315994012705,0.0304049503328243,-0.180649747403,-0.566299081042,-0.299594536252,-0.0749898258604,-0.295606169471,0.145473229091,-0.0789801038329,0.0121537797953,0.652991001504,-0.14278589215600002,-0.5434690926210001,-0.30688537305
ACH-000609,SF126,CNS/Brain,Diffuse Glioma,Glioblastoma,Astrocytoma,,,-0.0285692418736675,0.073050642007725,0.0582395668519911,-0.0648650618500462,-0.0092603046671028,-0.2525898213051173,0.1648606781664882,-0.3813458220646504,0.0564744371833502,0.0864773391294179,-0.3503584273603709,-0.1215877230347378,-0.021957801265500003,-0.310316126977,-0.195982245427,0.09798168785610002,-0.23120528948199998,-0.0682471537768,0.22473380538100002,-0.268232494584,0.5031529654510001,0.163403789818,0.171247182663,-0.046210621380400003
ACH-000622,KNS42,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.2504674058348045,-0.0123518508987079,-0.0682528497696041,-0.0765349584922101,0.0799418147989958,-0.3042815726212753,-0.1635951848146031,-0.4822859046741655,0.102456123203554,0.112839200523762,-0.4781564338400023,-0.0739589972343971,0.0565631831569,-0.310713794835,-0.432950672306,-0.28628341176399996,0.1767142616,0.008697379972840001,-0.270254091017,0.192006504327,-0.46847887213999995,0.290517173139,-0.542820814631,0.0242891016612
ACH-000445,KNS60,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.4615860755666789,-0.0413186981441131,0.1159076007729654,-0.0385269752576368,-0.164894879913453,-0.3419260380532503,-0.1202168899960787,-0.5081333436880561,-0.0596318847252676,0.102633883283874,-0.3306875789541836,0.0305751144454246,-0.0855715621283,-0.360152656281,-0.252831732952,-0.0773939882695,-0.268689719786,-0.19987062664799998,-0.200309825815,0.142495773599,0.0292979667398,0.226954238983,0.09789368397880001,0.140242840536
ACH-000479,KNS81,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.4820030767121302,-0.0114924031122729,-0.1574098980493597,0.0412186693730447,0.1722885238662571,0.0192951874883179,0.1084232697803791,-0.5463954098328746,0.3849962830394274,-0.0316913230901865,-0.6266726295330043,0.0614343733354623,0.43697033661799994,-0.24169635689,-0.06230397579580001,-0.19614575058400002,-0.553270676277,-0.0708575397018,0.0445479404676,-0.22958487146099998,0.22703500838100002,-0.0405036385087,-0.0685355571375,0.5619179992159999
ACH-001605,NO10,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.1563319154477765,0.0710961535662982,0.0993320601326994,0.0209688278145684,0.0130161725911841,-0.1253611709901106,0.0831839246528527,-0.4205628084574976,0.095420058284547,0.1511432061304212,-0.3831132320769106,-0.011224524549535,,,,,,,,,,,,
ACH-001606,NO11,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.0678743891979836,-0.0776181849610313,0.1686382653241578,0.0872984567434252,-0.044039197868376,-0.2479332064061237,0.1335205632265976,-0.726438690676876,0.0490029159434487,0.0604868744809371,-0.5920310275497156,0.1754911536556665,,,,,,,,,,,,
ACH-000231,KALS1,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.1083279484694973,-0.0707111227842219,0.0973526392824131,-0.0641252228222494,-0.1026287645774479,-0.2456410142069519,0.1181323334241241,-0.3690727317173253,0.0396939952968445,0.1262870053402569,-0.3903338441114328,0.0673717947441558,0.36682360825099997,-0.343989004463,0.16702163704700002,-0.09792179765480001,-0.151028840681,-0.164796652773,-0.11697289522399999,0.164072587164,0.22107859816,-0.004828976187390001,0.044117833645800006,-0.120755225756
ACH-000631,KS1,CNS/Brain,Diffuse Glioma,Glioblastoma,Astrocytoma,,,,,,,,,,,,,,,0.00212537029127,-0.380676136268,-0.0323481781508,0.0104479414884,-0.0676829648217,0.00844243185205,-0.319691968141,0.189084156199,0.362536511374,-0.15605805064099998,-0.157217642933,0.22903123244399998
ACH-000738,GB1,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.0640227782448172,-0.0983850696994965,0.009348432127328,-0.1403647287081577,-0.0232948671524505,-0.2604039666918781,0.0073670387544456,-0.5863807906223306,0.0270322231305834,0.0417719768054544,-0.4030239326694569,0.076562854167744,0.18620497066199998,-0.198762661812,-0.252776989658,-0.287788143959,-0.457004983483,0.0303027684583,-0.11976014792199999,-0.19899913633699998,0.102193176055,-0.223174685646,-0.290941982859,-0.133709677832
ACH-000269,AM38,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.0644606760093993,-0.0391350400602631,0.0015079413791133,0.1350676072790127,-0.0102763563674959,-0.4555653956407933,0.0500140785737063,-0.3406616797565515,0.0318917882602619,0.2142613007901356,-0.4634232301904014,0.1127140269097325,0.06969183904010001,-0.0799170340889,-0.197224194254,-0.13002794744500001,0.00501469236839,-0.011086246317799999,0.0985255680599,-0.00508272533928,-0.24737598637,-0.13651221323100002,0.0924808583038,-0.44381985393600004
ACH-000469,YH13,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.0126949562842199,0.1004147117618733,0.0127426097705478,-0.1974161482992358,-0.0873701985218089,-0.1439174958475659,0.0585879498694735,-0.3701753535064276,0.0440220467674036,0.0706711870273251,-0.2811925439727491,-0.0127486627697583,,,,,,,,,,,,
ACH-000570,YKG1,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.2520979877665108,-0.065558930607887,0.0987798971880219,-0.0107507475279747,-0.167430227213524,-0.3594307642076397,0.0323479777372268,-0.3702221562849794,0.0233452168797063,0.1774666719848051,-0.8510502214311291,0.0044970736200462,-0.207088015421,-0.173031374021,-0.10289840475999999,-0.28411451272300003,-0.24773853983199998,-0.303570504178,-0.270232617579,-0.050858100783,-0.484073496211,-0.0635398960501,0.0905352100202,0.036815871652199995
ACH-001608,NP2,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.0526591350701825,-0.0172995262653957,0.0551513592313837,-0.037927807056763,-0.0911266611383856,-0.1794032452088349,0.0199972783021022,-0.3670770247335727,0.1136394705995372,0.1159490453471044,-0.7886037878245964,0.0542276753261922,,,,,,,,,,,,
ACH-001609,NP3,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.0091510583859772,-0.0041012946389883,0.0060126083537612,0.1194162668956466,-0.0510282633915119,-0.2392954228192315,0.0920147838363817,-0.4495428689935858,0.1622237603501174,0.0939267501853895,-0.2191882012469891,0.0620451405133937,,,,,,,,,,,,
ACH-001610,NP5,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.1219243377123799,0.1869916466450775,-0.0015868988917106,-0.0793315793817192,-0.3266155442454124,-0.5283249114834845,0.1829692869675001,-0.8017033450543223,0.1163327051865619,0.1579104173376946,-0.506257090629961,0.0292781751937408,,,,,,,,,,,,
ACH-001622,ONDA7,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,-0.1571756644933022,0.0332680518194209,0.0188053825727495,-0.0086083155602162,0.0292336174314974,-0.1604712289806769,0.104394574115536,-0.4043085301767962,0.0129288517884298,0.0460631479823875,-0.4210853844960912,-0.0142612586395969,,,,,,,,,,,,
ACH-001624,ONDA9,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.3523819707682965,-0.10583187581914,0.0981041279987927,0.1451624422389676,0.02934732386812,-0.4758232973319938,0.0275450280166513,-0.7552303991713961,0.2217065641683328,0.2020507367792527,-0.4358227028759361,0.1158243561632443,,,,,,,,,,,,
ACH-001623,ONDA8,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.3949451067245624,-0.0425167066476641,0.0427853903109331,-0.0751824202863574,-0.1909838501858868,-0.1927671321876801,0.0989409090571209,-0.3774127887782539,0.1602365605067684,-0.0310740347086353,-0.5977701313525328,-0.1237118667609664,,,,,,,,,,,,
ACH-001611,NP8,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.1170160848036487,0.0994204451778596,0.0197107842394184,-0.0084780040924443,-0.1062121676880801,-0.1860922775172298,0.2628694130340444,-0.465323554853074,0.2858998596023962,0.1115602952018678,-0.4637733876511886,0.1059372022839074,,,,,,,,,,,,
